Timestamp,Date,Distance,k,Ax,Ay,Az,Xx,Xy,Xz,TRx,TRy,TRz,BRx,BRy,BRz,Bx,By,Bz,Cx,Cy,Cz,Ux,Uy,Uz,Vx,Vy,Vz,Wx,Wy,Wz,L_Roll,L_Tilt,R_Roll,R_Tilt
1775398818.927,2026-04-05 19:50:18,17.828,0.487,-108.036,63.687,346.894,-90.345,64.196,349.042,-107.456,36.852,348.677,-108.615,90.522,345.11,-89.653,38.041,349.838,-91.074,91.797,348.201,18.382,-25.646,2.945,0.995,0.028,0.097,-1.421,53.756,-1.637,1.606,173.276,1.6,176.678
1775398819.454,2026-04-05 19:50:19,17.806,0.487,-108.006,63.685,346.795,-90.34,64.199,348.966,-107.419,36.851,348.588,-108.593,90.518,345.001,-89.657,38.022,349.764,-91.06,91.778,348.126,18.349,-25.663,2.969,0.995,0.028,0.096,-1.402,53.757,-1.637,1.62,173.309,1.577,176.757
1775398819.987,2026-04-05 19:50:19,17.806,0.487,-108.003,63.696,346.806,-90.341,64.216,349.007,-107.405,36.86,348.556,-108.601,90.533,345.057,-89.65,38.02,349.793,-91.068,91.777,348.18,18.353,-25.676,2.987,0.995,0.028,0.097,-1.418,53.757,-1.614,1.64,173.283,1.594,176.743
1775398820.494,2026-04-05 19:50:20,17.783,0.486,-107.974,63.655,346.721,-90.348,64.167,349.02,-107.392,36.818,348.465,-108.557,90.492,344.977,-89.675,38.027,349.829,-91.06,91.784,348.165,18.3,-25.627,3.108,0.995,0.028,0.096,-1.385,53.756,-1.665,1.603,173.349,1.558,176.805
1775398821.02,2026-04-05 19:50:21,17.81,0.487,-108.028,63.721,346.932,-90.347,64.252,349.007,-107.409,36.884,348.665,-108.646,90.558,345.198,-89.671,38.048,349.782,-91.058,91.806,348.192,18.357,-25.673,2.85,0.995,0.029,0.099,-1.388,53.759,-1.59,1.689,173.211,1.561,176.72
1775398821.521,2026-04-05 19:50:21,17.837,0.487,-108.043,63.72,346.965,-90.349,64.243,349.159,-107.445,36.882,348.702,-108.642,90.557,345.227,-89.689,38.085,350.05,-91.046,91.836,348.219,18.354,-25.635,3.085,0.995,0.029,0.099,-1.356,53.752,-1.83,1.646,173.218,1.54,176.599
1775398822.055,2026-04-05 19:50:22,17.833,0.488,-108.049,63.742,346.967,-90.34,64.268,349.002,-107.435,36.905,348.706,-108.664,90.578,345.228,-89.649,38.044,349.763,-91.066,91.803,348.203,18.4,-25.698,2.796,0.995,0.029,0.098,-1.417,53.759,-1.56,1.677,173.25,1.592,176.713
1775398822.561,2026-04-05 19:50:22,17.82,0.487,-108.023,63.692,346.901,-90.338,64.202,349.033,-107.444,36.857,348.683,-108.602,90.527,345.12,-89.663,38.034,349.869,-91.049,91.788,348.152,18.359,-25.658,2.968,0.995,0.028,0.098,-1.386,53.755,-1.718,1.609,173.228,1.564,176.71
1775398823.082,2026-04-05 19:50:23,17.818,0.487,-108.031,63.699,346.923,-90.347,64.208,349.042,-107.452,36.864,348.704,-108.61,90.533,345.141,-89.671,38.044,349.842,-91.06,91.801,348.197,18.36,-25.655,2.919,0.995,0.028,0.098,-1.389,53.757,-1.645,1.612,173.201,1.561,176.838
1775398823.591,2026-04-05 19:50:23,17.83,0.487,-108.027,63.708,346.856,-90.337,64.224,349.018,-107.437,36.872,348.625,-108.618,90.543,345.087,-89.657,38.04,349.858,-91.052,91.794,348.134,18.37,-25.667,3.002,0.995,0.028,0.097,-1.395,53.754,-1.724,1.628,173.281,1.575,176.694
1775398824.093,2026-04-05 19:50:24,17.837,0.487,-108.034,63.703,346.899,-90.338,64.219,349.071,-107.444,36.867,348.654,-108.624,90.539,345.145,-89.665,38.066,349.894,-91.047,91.821,348.203,18.369,-25.637,2.994,0.995,0.028,0.098,-1.382,53.756,-1.69,1.628,173.246,1.556,176.807
1775398824.623,2026-04-05 19:50:24,17.821,0.487,-108.04,63.727,347.012,-90.343,64.246,349.04,-107.439,36.889,348.746,-108.641,90.564,345.278,-89.662,38.044,349.839,-91.059,91.801,348.2,18.378,-25.682,2.828,0.995,0.029,0.1,-1.397,53.757,-1.639,1.655,173.176,1.575,176.672
1775398825.154,2026-04-05 19:50:25,17.79,0.487,-107.977,63.686,346.747,-90.334,64.203,348.969,-107.383,36.849,348.496,-108.572,90.522,344.997,-89.65,38.037,349.74,-91.056,91.795,348.157,18.328,-25.649,2.993,0.995,0.028,0.097,-1.407,53.758,-1.582,1.632,173.308,1.583,176.659
1775398825.665,2026-04-05 19:50:25,17.833,0.487,-108.04,63.712,346.907,-90.347,64.226,349.077,-107.454,36.876,348.665,-108.626,90.548,345.148,-89.669,38.048,349.927,-91.062,91.802,348.182,18.371,-25.663,3.021,0.995,0.028,0.098,-1.393,53.754,-1.746,1.62,173.234,1.572,176.733
1775398826.181,2026-04-05 19:50:26,17.805,0.487,-108.019,63.702,346.887,-90.345,64.22,348.986,-107.422,36.866,348.641,-108.616,90.538,345.134,-89.662,38.046,349.74,-91.065,91.805,348.192,18.356,-25.656,2.853,0.995,0.029,0.099,-1.403,53.759,-1.548,1.646,173.215,1.572,176.849
1775398826.682,2026-04-05 19:50:26,17.834,0.488,-108.064,63.744,347.042,-90.356,64.264,349.094,-107.463,36.907,348.78,-108.664,90.582,345.304,-89.675,38.035,349.921,-91.07,91.79,348.227,18.389,-25.709,2.879,0.995,0.029,0.1,-1.395,53.755,-1.693,1.652,173.185,1.57,176.778
1775398827.193,2026-04-05 19:50:27,17.819,0.487,-108.021,63.702,346.86,-90.352,64.221,349.105,-107.432,36.866,348.624,-108.61,90.538,345.096,-89.679,38.029,349.995,-91.06,91.78,348.168,18.342,-25.673,3.135,0.995,0.028,0.097,-1.381,53.751,-1.827,1.625,173.27,1.56,176.754
1775398827.717,2026-04-05 19:50:27,17.804,0.487,-108.013,63.706,346.838,-90.365,64.233,349.126,-107.41,36.87,348.594,-108.615,90.541,345.082,-89.695,38.062,349.978,-91.071,91.816,348.228,18.318,-25.644,3.14,0.995,0.029,0.097,-1.376,53.754,-1.75,1.65,173.292,1.554,176.727
1775398828.25,2026-04-05 19:50:28,17.817,0.487,-108.016,63.686,346.791,-90.338,64.195,348.96,-107.436,36.851,348.577,-108.596,90.52,345.005,-89.648,38.033,349.746,-91.066,91.79,348.132,18.367,-25.653,2.955,0.995,0.028,0.096,-1.417,53.757,-1.614,1.604,173.314,1.593,176.751
1775398828.749,2026-04-05 19:50:28,17.827,0.487,-108.019,63.688,346.834,-90.337,64.195,349.045,-107.444,36.853,348.623,-108.594,90.522,345.045,-89.658,38.025,349.846,-91.052,91.782,348.2,18.361,-25.663,3.012,0.995,0.028,0.096,-1.394,53.757,-1.646,1.595,173.301,1.565,176.841
1775398829.279,2026-04-05 19:50:29,17.828,0.486,-108.012,63.689,346.799,-90.348,64.216,349.155,-107.415,36.853,348.552,-108.609,90.525,345.046,-89.679,38.067,350.031,-91.054,91.819,348.23,18.333,-25.622,3.231,0.995,0.028,0.097,-1.376,53.752,-1.8,1.638,173.306,1.557,176.67
1775398829.783,2026-04-05 19:50:29,17.834,0.487,-108.042,63.693,346.895,-90.334,64.196,348.959,-107.469,36.859,348.689,-108.614,90.527,345.102,-89.657,38.026,349.722,-91.049,91.785,348.154,18.385,-25.667,2.826,0.995,0.028,0.097,-1.392,53.759,-1.567,1.595,173.237,1.561,176.82
1775398830.288,2026-04-05 19:50:30,17.837,0.488,-108.052,63.733,347.031,-90.34,64.249,349.076,-107.459,36.897,348.798,-108.646,90.568,345.264,-89.661,38.039,349.912,-91.054,91.793,348.198,18.391,-25.694,2.881,0.995,0.029,0.099,-1.393,53.754,-1.714,1.642,173.173,1.567,176.799
1775398830.814,2026-04-05 19:50:30,17.839,0.487,-108.04,63.697,346.922,-90.344,64.211,349.109,-107.458,36.863,348.705,-108.622,90.532,345.14,-89.678,38.044,349.993,-91.045,91.796,348.177,18.362,-25.653,3.07,0.995,0.028,0.097,-1.367,53.752,-1.816,1.615,173.23,1.544,176.772
1775398831.317,2026-04-05 19:50:31,17.828,0.487,-108.043,63.715,346.908,-90.351,64.234,349.049,-107.447,36.88,348.68,-108.638,90.55,345.136,-89.672,38.055,349.856,-91.067,91.811,348.199,18.37,-25.66,2.948,0.995,0.029,0.097,-1.394,53.756,-1.658,1.641,173.244,1.57,176.731
1775398831.829,2026-04-05 19:50:31,17.826,0.487,-108.052,63.716,346.905,-90.357,64.234,348.997,-107.457,36.882,348.679,-108.647,90.551,345.131,-89.676,38.03,349.78,-91.073,91.788,348.174,18.376,-25.686,2.875,0.995,0.029,0.097,-1.397,53.758,-1.606,1.641,173.242,1.57,176.768
1775398832.354,2026-04-05 19:50:32,17.801,0.487,-107.997,63.68,346.796,-90.34,64.19,348.997,-107.415,36.844,348.555,-108.579,90.516,345.038,-89.643,38.022,349.791,-91.076,91.778,348.161,18.354,-25.658,2.995,0.995,0.028,0.097,-1.433,53.756,-1.631,1.607,173.292,1.613,176.67
1775398832.88,2026-04-05 19:50:32,17.842,0.488,-108.052,63.718,347.008,-90.316,64.227,348.872,-107.462,36.882,348.763,-108.643,90.554,345.252,-89.627,38.005,349.649,-91.039,91.762,348.056,18.425,-25.714,2.641,0.995,0.028,0.099,-1.412,53.758,-1.593,1.632,173.209,1.584,176.819
1775398833.38,2026-04-05 19:50:33,17.842,0.488,-108.081,63.752,347.083,-90.356,64.271,349.053,-107.477,36.914,348.804,-108.685,90.59,345.362,-89.673,38.035,349.9,-91.072,91.788,348.165,18.408,-25.717,2.817,0.995,0.029,0.1,-1.399,53.754,-1.734,1.657,173.197,1.575,176.8
1775398833.882,2026-04-05 19:50:33,17.84,0.487,-108.062,63.716,346.965,-90.353,64.228,349.052,-107.477,36.881,348.739,-108.647,90.551,345.191,-89.682,38.045,349.913,-91.059,91.798,348.145,18.381,-25.671,2.947,0.995,0.028,0.098,-1.377,53.753,-1.767,1.622,173.212,1.556,176.719
1775398834.409,2026-04-05 19:50:34,17.828,0.487,-108.035,63.714,346.895,-90.339,64.23,348.994,-107.441,36.877,348.644,-108.63,90.55,345.145,-89.652,38.03,349.79,-91.062,91.787,348.156,18.383,-25.684,2.896,0.995,0.028,0.097,-1.41,53.757,-1.635,1.634,173.279,1.586,176.733
1775398834.91,2026-04-05 19:50:34,17.819,0.488,-108.037,63.726,346.931,-90.358,64.253,349.09,-107.432,36.889,348.662,-108.643,90.564,345.2,-89.69,38.039,349.986,-91.06,91.79,348.149,18.347,-25.688,3.055,0.995,0.029,0.099,-1.369,53.751,-1.837,1.66,173.235,1.55,176.687
1775398835.412,2026-04-05 19:50:35,17.819,0.488,-108.01,63.708,346.834,-90.337,64.23,349.05,-107.412,36.871,348.576,-108.608,90.545,345.092,-89.659,38.023,349.885,-91.05,91.778,348.172,18.351,-25.685,3.052,0.995,0.028,0.097,-1.39,53.755,-1.713,1.64,173.287,1.565,176.8
1775398835.946,2026-04-05 19:50:35,17.833,0.487,-108.032,63.705,346.914,-90.336,64.222,349.058,-107.441,36.87,348.681,-108.623,90.541,345.148,-89.662,38.055,349.863,-91.047,91.812,348.21,18.37,-25.65,2.948,0.995,0.028,0.098,-1.385,53.757,-1.653,1.632,173.228,1.56,176.744
1775398836.479,2026-04-05 19:50:36,17.843,0.488,-108.074,63.753,347.06,-90.356,64.271,349.093,-107.474,36.915,348.78,-108.674,90.592,345.34,-89.673,38.056,349.931,-91.072,91.81,348.212,18.401,-25.697,2.871,0.995,0.029,0.1,-1.399,53.754,-1.719,1.648,173.205,1.579,176.683
1775398837.012,2026-04-05 19:50:37,17.824,0.487,-108.032,63.7,346.91,-90.341,64.214,349.022,-107.445,36.867,348.71,-108.619,90.533,345.111,-89.659,38.029,349.832,-91.059,91.785,348.169,18.373,-25.671,2.921,0.995,0.028,0.097,-1.4,53.756,-1.663,1.628,173.222,1.573,176.84
1775398837.517,2026-04-05 19:50:37,17.832,0.488,-108.076,63.758,347.118,-90.344,64.271,348.926,-107.475,36.921,348.85,-108.676,90.596,345.387,-89.647,38.027,349.701,-91.074,91.784,348.114,18.429,-25.731,2.583,0.995,0.029,0.1,-1.427,53.758,-1.587,1.654,173.16,1.605,176.657
1775398838.05,2026-04-05 19:50:38,17.83,0.487,-108.011,63.699,346.769,-90.339,64.218,349.08,-107.42,36.863,348.519,-108.602,90.536,345.02,-89.652,38.033,349.877,-91.063,91.79,348.24,18.359,-25.666,3.108,0.995,0.028,0.096,-1.411,53.756,-1.638,1.62,173.355,1.59,176.652
1775398838.58,2026-04-05 19:50:38,17.829,0.487,-108.044,63.732,346.957,-90.35,64.251,349.086,-107.448,36.895,348.695,-108.64,90.569,345.219,-89.673,38.047,349.943,-91.062,91.8,348.185,18.371,-25.685,2.986,0.995,0.028,0.099,-1.389,53.753,-1.758,1.64,173.229,1.57,176.662
1775398839.112,2026-04-05 19:50:39,17.842,0.487,-108.074,63.725,346.975,-90.371,64.239,349.138,-107.488,36.89,348.743,-108.66,90.56,345.207,-89.703,38.064,349.962,-91.076,91.819,348.27,18.372,-25.661,2.987,0.995,0.028,0.097,-1.374,53.756,-1.691,1.618,173.277,1.549,176.739
1775399099.237,2026-04-05 19:54:59,17.766,0.486,-107.896,63.533,346.608,-90.287,64.044,348.911,-107.325,36.702,348.436,-108.467,90.365,344.781,-89.611,37.911,349.749,-91.002,91.664,348.026,18.285,-25.623,3.141,0.995,0.028,0.097,-1.391,53.754,-1.723,1.601,173.181,1.568,176.741
1775399099.741,2026-04-05 19:54:59,17.801,0.486,-107.986,63.596,346.853,-90.337,64.112,349.114,-107.399,36.76,348.612,-108.573,90.432,345.093,-89.669,37.97,349.958,-91.042,91.724,348.222,18.317,-25.627,3.105,0.995,0.028,0.096,-1.373,53.754,-1.736,1.614,173.332,1.551,176.704
1775399100.24,2026-04-05 19:55:00,17.834,0.487,-108.024,63.613,346.94,-90.322,64.124,349.043,-107.441,36.778,348.711,-108.607,90.448,345.169,-89.65,37.97,349.908,-91.031,91.723,348.131,18.374,-25.643,2.969,0.995,0.028,0.097,-1.381,53.753,-1.778,1.615,173.245,1.562,176.696
1775399100.757,2026-04-05 19:55:00,17.794,0.487,-107.982,63.627,346.813,-90.333,64.144,349.023,-107.384,36.789,348.528,-108.58,90.466,345.097,-89.637,37.96,349.801,-91.067,91.717,348.204,18.345,-25.667,2.988,0.995,0.028,0.096,-1.43,53.757,-1.597,1.631,173.363,1.607,176.712
1775399101.275,2026-04-05 19:55:01,17.832,0.487,-108.044,63.641,347.009,-90.335,64.148,349.043,-107.464,36.805,348.769,-108.623,90.477,345.249,-89.662,37.975,349.877,-91.045,91.729,348.164,18.381,-25.667,2.868,0.995,0.028,0.099,-1.382,53.755,-1.713,1.61,173.197,1.557,176.798
1775399101.804,2026-04-05 19:55:01,17.817,0.487,-108.028,63.665,346.932,-90.343,64.192,349.032,-107.414,36.826,348.644,-108.642,90.503,345.221,-89.654,37.988,349.823,-91.068,91.744,348.2,18.374,-25.677,2.891,0.995,0.029,0.099,-1.414,53.757,-1.623,1.673,173.248,1.59,176.753
1775399102.314,2026-04-05 19:55:02,17.827,0.487,-108.029,63.659,346.96,-90.336,64.175,349.076,-107.437,36.822,348.705,-108.621,90.495,345.215,-89.659,37.995,349.941,-91.048,91.748,348.165,18.37,-25.664,2.981,0.995,0.028,0.099,-1.389,53.752,-1.776,1.635,173.196,1.568,176.737
1775399102.839,2026-04-05 19:55:02,17.821,0.487,-108.02,63.643,346.87,-90.336,64.152,349.015,-107.438,36.807,348.624,-108.601,90.48,345.117,-89.655,37.988,349.844,-91.054,91.743,348.141,18.365,-25.655,2.974,0.995,0.028,0.097,-1.399,53.755,-1.704,1.606,173.285,1.576,176.744
1775399103.343,2026-04-05 19:55:03,17.802,0.488,-108.001,63.673,346.84,-90.336,64.2,348.977,-107.387,36.833,348.531,-108.615,90.513,345.149,-89.654,37.968,349.816,-91.051,91.722,348.097,18.347,-25.705,2.976,0.995,0.029,0.098,-1.397,53.754,-1.719,1.667,173.29,1.569,176.89
1775399103.882,2026-04-05 19:55:03,17.812,0.487,-107.991,63.641,346.761,-90.322,64.16,348.95,-107.398,36.806,348.531,-108.585,90.476,344.992,-89.644,37.989,349.771,-91.037,91.744,348.085,18.348,-25.652,3.01,0.995,0.028,0.097,-1.394,53.755,-1.686,1.633,173.29,1.571,176.717
1775399104.399,2026-04-05 19:55:04,17.805,0.487,-108.003,63.655,346.848,-90.32,64.165,348.861,-107.414,36.82,348.609,-108.592,90.491,345.088,-89.634,37.977,349.622,-91.041,91.735,348.06,18.369,-25.678,2.774,0.995,0.028,0.098,-1.407,53.758,-1.562,1.627,173.237,1.578,176.789
1775399104.901,2026-04-05 19:55:04,17.79,0.487,-107.986,63.66,346.8,-90.336,64.178,348.971,-107.392,36.823,348.552,-108.58,90.496,345.048,-89.664,37.994,349.846,-91.044,91.747,348.049,18.322,-25.665,3.046,0.995,0.028,0.098,-1.381,53.752,-1.797,1.636,173.243,1.56,176.714
1775399105.434,2026-04-05 19:55:05,17.815,0.487,-108.038,63.67,346.923,-90.363,64.186,349.085,-107.447,36.834,348.68,-108.628,90.506,345.166,-89.681,38.02,349.945,-91.081,91.773,348.178,18.357,-25.65,3.022,0.995,0.028,0.098,-1.4,53.753,-1.766,1.628,173.258,1.579,176.747
1775399105.94,2026-04-05 19:55:05,17.848,0.487,-108.061,63.695,347.016,-90.315,64.197,348.856,-107.477,36.857,348.745,-108.646,90.533,345.287,-89.624,38.005,349.559,-91.042,91.767,348.116,18.437,-25.689,2.543,0.995,0.028,0.099,-1.418,53.762,-1.443,1.617,173.199,1.588,176.73
1775399106.442,2026-04-05 19:55:06,17.808,0.487,-108.005,63.685,346.837,-90.33,64.202,348.946,-107.407,36.846,348.555,-108.604,90.523,345.12,-89.642,38.01,349.767,-91.055,91.765,348.082,18.363,-25.674,2.929,0.995,0.028,0.098,-1.413,53.755,-1.684,1.638,173.285,1.594,176.641
1775399106.966,2026-04-05 19:55:06,17.821,0.487,-108.036,63.683,346.963,-90.34,64.198,349.001,-107.445,36.848,348.733,-108.627,90.518,345.193,-89.652,38.013,349.801,-91.064,91.77,348.159,18.384,-25.67,2.838,0.995,0.028,0.099,-1.412,53.756,-1.641,1.639,173.152,1.588,176.743
1775399107.474,2026-04-05 19:55:07,17.844,0.487,-108.051,63.695,346.942,-90.325,64.208,348.928,-107.456,36.858,348.692,-108.646,90.531,345.192,-89.641,38.016,349.651,-91.045,91.777,348.168,18.41,-25.679,2.709,0.995,0.028,0.098,-1.404,53.761,-1.483,1.638,173.24,1.57,176.864
1775399108.011,2026-04-05 19:55:08,17.836,0.487,-108.04,63.69,346.88,-90.337,64.206,348.987,-107.447,36.855,348.639,-108.633,90.526,345.122,-89.649,38.02,349.783,-91.061,91.777,348.148,18.391,-25.67,2.903,0.995,0.028,0.097,-1.412,53.756,-1.635,1.631,173.284,1.593,176.628
1775399108.541,2026-04-05 19:55:08,17.795,0.487,-107.995,63.676,346.801,-90.354,64.195,349.087,-107.404,36.839,348.537,-108.585,90.514,345.066,-89.67,38.027,349.966,-91.076,91.779,348.161,18.325,-25.649,3.165,0.995,0.028,0.098,-1.407,53.751,-1.805,1.624,173.283,1.591,176.656
1775399109.044,2026-04-05 19:55:09,17.815,0.488,-108.028,63.708,346.915,-90.344,64.231,349.004,-107.422,36.871,348.647,-108.635,90.546,345.184,-89.651,38.011,349.812,-91.071,91.767,348.156,18.378,-25.697,2.896,0.995,0.029,0.098,-1.421,53.756,-1.655,1.66,173.249,1.597,176.78
1775399109.563,2026-04-05 19:55:09,17.827,0.488,-108.035,63.709,346.918,-90.337,64.227,348.998,-107.441,36.874,348.69,-108.63,90.543,345.146,-89.649,38.016,349.84,-91.061,91.769,348.113,18.387,-25.693,2.922,0.995,0.029,0.098,-1.412,53.754,-1.728,1.642,173.216,1.591,176.745
1775399110.099,2026-04-05 19:55:10,17.808,0.488,-108.029,63.716,346.923,-90.348,64.234,348.98,-107.428,36.879,348.663,-108.629,90.553,345.183,-89.667,38.025,349.789,-91.064,91.781,348.13,18.362,-25.691,2.866,0.995,0.029,0.098,-1.397,53.756,-1.659,1.648,173.24,1.572,176.766
1775399110.611,2026-04-05 19:55:10,17.811,0.487,-108.007,63.695,346.822,-90.332,64.21,348.96,-107.416,36.859,348.575,-108.598,90.531,345.069,-89.649,38.034,349.777,-91.052,91.789,348.098,18.358,-25.661,2.955,0.995,0.028,0.097,-1.403,53.755,-1.679,1.626,173.286,1.583,176.671
1775399111.137,2026-04-05 19:55:11,17.801,0.487,-107.993,63.675,346.741,-90.337,64.194,348.949,-107.4,36.841,348.527,-108.586,90.509,344.954,-89.659,38.027,349.779,-91.051,91.782,348.075,18.334,-25.648,3.038,0.995,0.028,0.096,-1.392,53.755,-1.703,1.634,173.296,1.57,176.726
1775399111.665,2026-04-05 19:55:11,17.833,0.487,-108.04,63.693,346.91,-90.331,64.199,348.952,-107.464,36.859,348.703,-108.615,90.527,345.117,-89.653,38.036,349.739,-91.047,91.793,348.123,18.386,-25.658,2.829,0.995,0.028,0.098,-1.394,53.757,-1.615,1.605,173.192,1.567,176.752
1775399112.179,2026-04-05 19:55:12,17.849,0.488,-108.078,63.741,347.066,-90.33,64.26,348.883,-107.471,36.905,348.814,-108.685,90.577,345.318,-89.649,38.043,349.615,-91.046,91.804,348.114,18.429,-25.698,2.548,0.994,0.029,0.101,-1.396,53.761,-1.5,1.674,173.107,1.567,176.743
1775399112.695,2026-04-05 19:55:12,17.818,0.487,-108.046,63.718,346.957,-90.347,64.235,348.941,-107.451,36.885,348.753,-108.642,90.552,345.161,-89.665,38.032,349.739,-91.063,91.788,348.102,18.381,-25.687,2.782,0.995,0.029,0.098,-1.398,53.757,-1.637,1.65,173.174,1.573,176.749
1775399113.201,2026-04-05 19:55:13,17.837,0.487,-108.033,63.707,346.897,-90.316,64.22,348.893,-107.441,36.872,348.663,-108.626,90.543,345.132,-89.631,38.016,349.652,-91.037,91.775,348.096,18.402,-25.691,2.754,0.995,0.028,0.098,-1.405,53.759,-1.556,1.634,173.239,1.574,176.872
1775399113.736,2026-04-05 19:55:13,17.822,0.487,-108.027,63.71,346.889,-90.331,64.224,348.943,-107.437,36.874,348.651,-108.617,90.546,345.128,-89.658,38.025,349.776,-91.038,91.78,348.068,18.368,-25.685,2.887,0.995,0.028,0.099,-1.38,53.755,-1.708,1.632,173.206,1.555,176.772
1775399114.262,2026-04-05 19:55:14,17.81,0.486,-107.996,63.667,346.732,-90.342,64.181,349.031,-107.414,36.832,348.517,-108.578,90.501,344.947,-89.662,38.045,349.859,-91.06,91.799,348.155,18.333,-25.622,3.128,0.995,0.028,0.096,-1.398,53.755,-1.704,1.608,173.315,1.576,176.699
1775399114.766,2026-04-05 19:55:14,17.796,0.487,-108.003,63.699,346.837,-90.34,64.211,348.938,-107.415,36.863,348.6,-108.592,90.534,345.074,-89.653,38.02,349.748,-91.062,91.776,348.085,18.35,-25.678,2.911,0.995,0.028,0.098,-1.408,53.756,-1.662,1.626,173.237,1.588,176.675
1775399115.271,2026-04-05 19:55:15,17.862,0.487,-108.071,63.718,346.987,-90.328,64.23,348.979,-107.484,36.883,348.763,-108.659,90.553,345.211,-89.66,38.033,349.807,-91.03,91.789,348.109,18.412,-25.685,2.82,0.995,0.028,0.098,-1.371,53.756,-1.697,1.63,173.191,1.545,176.766
1775399115.795,2026-04-05 19:55:15,17.831,0.487,-108.026,63.685,346.85,-90.332,64.2,348.996,-107.44,36.85,348.624,-108.612,90.52,345.077,-89.657,38.027,349.876,-91.044,91.779,348.069,18.368,-25.658,3.026,0.995,0.028,0.098,-1.386,53.752,-1.807,1.622,173.238,1.572,176.585
1775399116.303,2026-04-05 19:55:16,17.791,0.487,-107.986,63.682,346.781,-90.321,64.192,348.839,-107.4,36.847,348.556,-108.572,90.517,345.005,-89.635,38.021,349.588,-91.045,91.781,348.048,18.351,-25.661,2.808,0.995,0.028,0.098,-1.41,53.759,-1.54,1.623,173.23,1.585,176.67
1775399116.831,2026-04-05 19:55:16,17.846,0.488,-108.048,63.716,346.922,-90.325,64.23,348.945,-107.458,36.88,348.682,-108.639,90.552,345.162,-89.633,38.004,349.778,-91.05,91.759,348.072,18.415,-25.712,2.856,0.995,0.028,0.098,-1.417,53.754,-1.706,1.632,173.209,1.594,176.773
1775399117.341,2026-04-05 19:55:17,17.819,0.487,-108.031,63.71,346.907,-90.341,64.217,348.977,-107.451,36.875,348.67,-108.611,90.546,345.144,-89.663,38.042,349.788,-91.055,91.798,348.122,18.369,-25.668,2.881,0.995,0.028,0.098,-1.392,53.756,-1.666,1.607,173.25,1.569,176.696
1775399117.865,2026-04-05 19:55:17,17.823,0.487,-108.028,63.697,346.864,-90.355,64.216,349.114,-107.439,36.862,348.635,-108.618,90.532,345.094,-89.674,38.05,349.993,-91.074,91.802,348.186,18.355,-25.646,3.129,0.995,0.028,0.097,-1.401,53.751,-1.807,1.627,173.255,1.585,176.648
1775399118.392,2026-04-05 19:55:18,17.823,0.488,-108.035,63.722,346.905,-90.338,64.242,348.962,-107.436,36.886,348.66,-108.634,90.558,345.15,-89.653,38.022,349.815,-91.058,91.775,348.066,18.382,-25.7,2.91,0.995,0.029,0.098,-1.405,53.753,-1.749,1.648,173.225,1.589,176.611
