Timestamp,Date,Distance,k,Ax,Ay,Az,Xx,Xy,Xz,TRx,TRy,TRz,BRx,BRy,BRz,Bx,By,Bz,Cx,Cy,Cz,Ux,Uy,Uz,Vx,Vy,Vz,Wx,Wy,Wz,L_Roll,L_Tilt,R_Roll,R_Tilt
1775399118.9,2026-04-05 19:55:18,17.825,0.488,-108.051,63.734,346.965,-90.347,64.249,348.974,-107.455,36.898,348.723,-108.647,90.57,345.207,-89.666,38.036,349.772,-91.062,91.793,348.137,18.385,-25.698,2.806,0.995,0.029,0.098,-1.396,53.757,-1.635,1.642,173.223,1.571,176.741
1775399119.425,2026-04-05 19:55:19,17.817,0.487,-108.005,63.685,346.782,-90.325,64.198,348.926,-107.421,36.852,348.584,-108.589,90.518,344.981,-89.644,38.028,349.743,-91.042,91.783,348.066,18.361,-25.657,2.96,0.995,0.028,0.096,-1.398,53.756,-1.676,1.617,173.289,1.577,176.666
1775399119.929,2026-04-05 19:55:19,17.816,0.487,-108.024,63.72,346.944,-90.341,64.244,349.047,-107.417,36.883,348.677,-108.631,90.557,345.21,-89.651,38.041,349.845,-91.066,91.797,348.207,18.373,-25.679,2.901,0.995,0.029,0.099,-1.415,53.756,-1.638,1.664,173.223,1.592,176.738
1775399120.445,2026-04-05 19:55:20,17.851,0.487,-108.073,63.723,347.017,-90.33,64.233,348.919,-107.481,36.886,348.752,-108.664,90.561,345.283,-89.65,38.04,349.707,-91.046,91.797,348.091,18.423,-25.683,2.69,0.995,0.028,0.099,-1.396,53.757,-1.617,1.631,173.207,1.571,176.737
1775399120.964,2026-04-05 19:55:20,17.843,0.487,-108.032,63.712,346.879,-90.308,64.228,348.866,-107.434,36.877,348.652,-108.63,90.547,345.106,-89.624,38.024,349.617,-91.027,91.784,348.075,18.408,-25.688,2.738,0.995,0.029,0.097,-1.402,53.76,-1.542,1.643,173.278,1.575,176.731
1775399121.467,2026-04-05 19:55:21,17.852,0.488,-108.077,63.76,347.025,-90.342,64.282,348.995,-107.47,36.923,348.756,-108.685,90.598,345.294,-89.653,38.038,349.806,-91.065,91.793,348.145,18.425,-25.723,2.781,0.995,0.029,0.099,-1.413,53.755,-1.661,1.665,173.215,1.589,176.741
1775399121.994,2026-04-05 19:55:21,17.806,0.487,-108.004,63.711,346.847,-90.323,64.227,348.891,-107.405,36.874,348.592,-108.602,90.548,345.103,-89.623,38.029,349.638,-91.06,91.788,348.106,18.381,-25.681,2.79,0.995,0.029,0.098,-1.437,53.759,-1.532,1.643,173.255,1.611,176.749
1775399122.526,2026-04-05 19:55:22,17.853,0.488,-108.069,63.749,347.09,-90.313,64.264,348.887,-107.467,36.912,348.828,-108.67,90.586,345.351,-89.634,38.031,349.698,-91.026,91.788,348.036,18.434,-25.718,2.608,0.994,0.029,0.101,-1.391,53.756,-1.663,1.661,173.096,1.568,176.734
1775399123.032,2026-04-05 19:55:23,17.835,0.487,-108.043,63.702,346.883,-90.339,64.214,348.975,-107.459,36.867,348.669,-108.628,90.536,345.097,-89.665,38.042,349.808,-91.05,91.796,348.096,18.378,-25.66,2.925,0.995,0.028,0.097,-1.385,53.755,-1.712,1.621,173.233,1.563,176.701
1775399123.557,2026-04-05 19:55:23,17.816,0.487,-108.028,63.709,346.877,-90.354,64.226,349.059,-107.437,36.874,348.64,-108.618,90.545,345.113,-89.67,38.034,349.878,-91.073,91.79,348.196,18.358,-25.675,3.002,0.995,0.028,0.097,-1.403,53.755,-1.683,1.629,173.26,1.576,176.853
1775399124.063,2026-04-05 19:55:24,17.805,0.487,-108.008,63.69,346.798,-90.342,64.202,348.958,-107.42,36.853,348.542,-108.596,90.527,345.054,-89.659,38.036,349.735,-91.063,91.794,348.139,18.349,-25.654,2.937,0.995,0.028,0.097,-1.404,53.758,-1.597,1.618,173.295,1.577,176.791
1775399124.573,2026-04-05 19:55:24,17.812,0.487,-108.008,63.702,346.839,-90.342,64.216,349.054,-107.425,36.866,348.6,-108.591,90.538,345.079,-89.68,38.058,349.951,-91.04,91.808,348.108,18.328,-25.644,3.112,0.995,0.028,0.098,-1.36,53.751,-1.843,1.616,173.224,1.54,176.71
1775399319.306,2026-04-05 19:58:39,17.739,0.488,-107.886,63.571,346.685,-90.247,64.079,348.495,-107.293,36.736,348.457,-108.478,90.406,344.912,-89.568,37.832,349.325,-90.958,91.586,347.625,18.317,-25.739,2.64,0.995,0.029,0.1,-1.39,53.754,-1.699,1.645,173.119,1.561,176.861
1775399319.831,2026-04-05 19:58:39,17.81,0.487,-108.018,63.627,346.89,-90.348,64.144,349.062,-107.425,36.791,348.639,-108.61,90.464,345.141,-89.673,37.952,349.895,-91.059,91.707,348.186,18.345,-25.675,3.005,0.995,0.028,0.097,-1.386,53.755,-1.709,1.628,173.304,1.56,176.786
1775399320.333,2026-04-05 19:58:40,17.822,0.487,-108.033,63.642,346.917,-90.346,64.152,349.036,-107.447,36.805,348.658,-108.62,90.479,345.175,-89.669,37.986,349.834,-91.059,91.742,348.194,18.364,-25.656,2.917,0.995,0.028,0.097,-1.389,53.757,-1.64,1.613,173.318,1.561,176.823
1775399320.877,2026-04-05 19:58:40,17.815,0.487,-108.017,63.643,346.833,-90.342,64.162,348.993,-107.418,36.806,348.573,-108.617,90.48,345.093,-89.658,37.987,349.756,-91.062,91.746,348.189,18.359,-25.656,2.923,0.995,0.028,0.096,-1.403,53.759,-1.567,1.638,173.349,1.578,176.718
1775399321.399,2026-04-05 19:58:41,17.811,0.487,-107.998,63.618,346.773,-90.34,64.132,349.047,-107.417,36.783,348.556,-108.579,90.452,344.99,-89.649,37.96,349.92,-91.068,91.711,348.126,18.349,-25.657,3.147,0.995,0.028,0.096,-1.419,53.751,-1.795,1.607,173.299,1.604,176.624
1775399321.937,2026-04-05 19:58:41,17.816,0.487,-108.021,63.661,346.88,-90.339,64.177,348.991,-107.427,36.825,348.636,-108.616,90.497,345.124,-89.655,37.986,349.809,-91.058,91.741,348.13,18.366,-25.675,2.929,0.995,0.028,0.097,-1.402,53.755,-1.679,1.633,173.298,1.58,176.706
1775399322.465,2026-04-05 19:58:42,17.828,0.487,-108.058,63.689,346.938,-90.361,64.211,349.028,-107.453,36.851,348.667,-108.664,90.526,345.209,-89.687,38.01,349.887,-91.07,91.763,348.126,18.371,-25.679,2.949,0.995,0.029,0.098,-1.383,53.753,-1.761,1.654,173.286,1.565,176.641
1775399322.971,2026-04-05 19:58:42,17.803,0.487,-107.996,63.652,346.721,-90.335,64.167,348.904,-107.405,36.817,348.483,-108.587,90.488,344.958,-89.644,38.003,349.66,-91.064,91.762,348.108,18.353,-25.649,2.939,0.995,0.028,0.096,-1.42,53.759,-1.552,1.625,173.32,1.595,176.721
1775399323.476,2026-04-05 19:58:43,17.799,0.487,-107.995,63.663,346.76,-90.335,64.178,348.916,-107.399,36.824,348.477,-108.59,90.501,345.043,-89.652,38.009,349.713,-91.054,91.765,348.076,18.343,-25.654,2.953,0.995,0.028,0.097,-1.402,53.757,-1.636,1.628,173.326,1.577,176.753
1775399324.004,2026-04-05 19:58:44,17.817,0.488,-108.047,63.713,346.948,-90.351,64.23,348.949,-107.443,36.873,348.647,-108.652,90.552,345.25,-89.665,38.005,349.737,-91.072,91.762,348.123,18.383,-25.708,2.788,0.995,0.029,0.099,-1.407,53.757,-1.614,1.649,173.278,1.58,176.813
1775399324.541,2026-04-05 19:58:44,17.826,0.488,-108.069,63.733,347.037,-90.354,64.253,348.951,-107.461,36.895,348.754,-108.678,90.571,345.32,-89.675,38.014,349.777,-91.066,91.769,348.085,18.394,-25.719,2.74,0.995,0.029,0.1,-1.391,53.755,-1.692,1.666,173.197,1.565,176.78
1775399325.063,2026-04-05 19:58:45,17.836,0.488,-108.056,63.72,346.952,-90.342,64.242,348.969,-107.448,36.882,348.671,-108.664,90.558,345.232,-89.662,38.012,349.839,-91.056,91.764,348.056,18.394,-25.708,2.887,0.995,0.029,0.099,-1.393,53.752,-1.783,1.663,173.24,1.576,176.655
1775399325.579,2026-04-05 19:58:45,17.828,0.487,-108.027,63.696,346.821,-90.324,64.213,348.863,-107.428,36.86,348.581,-108.625,90.532,345.06,-89.635,38.027,349.583,-91.05,91.788,348.105,18.392,-25.669,2.763,0.995,0.029,0.097,-1.415,53.761,-1.478,1.643,173.289,1.585,176.781
1775399326.096,2026-04-05 19:58:46,17.824,0.487,-108.059,63.726,346.937,-90.358,64.237,348.965,-107.471,36.891,348.701,-108.647,90.562,345.173,-89.68,38.032,349.799,-91.071,91.787,348.087,18.379,-25.694,2.862,0.995,0.028,0.098,-1.391,53.755,-1.713,1.624,173.234,1.571,176.672
1775399326.602,2026-04-05 19:58:46,17.844,0.487,-108.075,63.713,346.962,-90.346,64.219,348.922,-107.494,36.878,348.739,-108.657,90.548,345.185,-89.679,38.037,349.686,-91.049,91.796,348.117,18.396,-25.676,2.724,0.995,0.028,0.098,-1.37,53.759,-1.569,1.613,173.225,1.535,176.896
1775399327.113,2026-04-05 19:58:47,17.855,0.488,-108.098,63.738,347.041,-90.354,64.251,348.954,-107.504,36.903,348.811,-108.692,90.573,345.271,-89.677,38.039,349.782,-91.065,91.794,348.084,18.421,-25.699,2.741,0.995,0.028,0.098,-1.388,53.755,-1.698,1.639,173.227,1.567,176.649
1775399327.63,2026-04-05 19:58:47,17.782,0.487,-107.977,63.675,346.722,-90.329,64.187,348.844,-107.388,36.837,348.455,-108.566,90.512,344.989,-89.657,37.992,349.733,-91.037,91.743,347.909,18.32,-25.682,3.011,0.995,0.028,0.098,-1.38,53.751,-1.823,1.622,173.252,1.558,176.766
1775399328.162,2026-04-05 19:58:48,17.782,0.486,-107.95,63.652,346.604,-90.326,64.166,348.914,-107.369,36.816,348.374,-108.53,90.487,344.835,-89.655,38.02,349.818,-91.035,91.77,347.958,18.295,-25.632,3.214,0.995,0.028,0.096,-1.38,53.75,-1.86,1.603,173.329,1.565,176.638
1775399328.668,2026-04-05 19:58:48,17.782,0.487,-107.972,63.669,346.638,-90.34,64.186,348.885,-107.379,36.832,348.383,-108.565,90.505,344.892,-89.656,38.015,349.712,-91.062,91.769,348.014,18.316,-25.654,3.074,0.995,0.028,0.096,-1.406,53.754,-1.698,1.624,173.355,1.582,176.747
1775399329.208,2026-04-05 19:58:49,17.802,0.488,-108.011,63.711,346.816,-90.322,64.224,348.752,-107.413,36.874,348.546,-108.609,90.549,345.086,-89.64,37.996,349.534,-91.037,91.754,347.931,18.371,-25.715,2.717,0.995,0.029,0.098,-1.397,53.758,-1.602,1.642,173.244,1.567,176.85
1775399329.729,2026-04-05 19:58:49,17.801,0.487,-107.995,63.689,346.807,-90.309,64.202,348.771,-107.396,36.849,348.509,-108.593,90.528,345.105,-89.627,38.005,349.593,-91.028,91.76,347.906,18.368,-25.684,2.786,0.995,0.029,0.1,-1.401,53.755,-1.687,1.642,173.216,1.58,176.688
1775399330.273,2026-04-05 19:58:50,17.78,0.487,-107.962,63.665,346.655,-90.307,64.181,348.701,-107.365,36.829,348.408,-108.559,90.501,344.902,-89.627,37.987,349.514,-91.023,91.743,347.846,18.335,-25.678,2.859,0.995,0.029,0.098,-1.396,53.756,-1.668,1.641,173.255,1.571,176.771
1775399330.807,2026-04-05 19:58:50,17.794,0.488,-107.988,63.688,346.76,-90.298,64.193,348.608,-107.4,36.852,348.512,-108.577,90.524,345.007,-89.602,37.982,349.34,-91.029,91.742,347.84,18.387,-25.706,2.58,0.995,0.028,0.098,-1.427,53.76,-1.5,1.626,173.227,1.601,176.731
1775399331.334,2026-04-05 19:58:51,17.802,0.488,-107.994,63.685,346.733,-90.316,64.201,348.76,-107.395,36.849,348.473,-108.593,90.522,344.992,-89.632,37.99,349.538,-91.035,91.748,347.941,18.362,-25.695,2.806,0.995,0.029,0.098,-1.403,53.758,-1.597,1.642,173.276,1.573,176.855
1775399331.86,2026-04-05 19:58:51,17.791,0.488,-108.003,63.717,346.831,-90.325,64.234,348.765,-107.399,36.88,348.561,-108.606,90.555,345.101,-89.646,38.01,349.555,-91.038,91.768,347.935,18.357,-25.707,2.724,0.995,0.029,0.099,-1.392,53.757,-1.62,1.657,173.196,1.562,176.846
1775399332.378,2026-04-05 19:58:52,17.774,0.487,-107.944,63.657,346.596,-90.31,64.171,348.759,-107.353,36.821,348.35,-108.535,90.493,344.841,-89.628,37.986,349.58,-91.028,91.741,347.895,18.316,-25.671,2.984,0.995,0.028,0.096,-1.4,53.755,-1.684,1.624,173.324,1.575,176.789
1775399332.9,2026-04-05 19:58:52,17.773,0.487,-107.978,63.688,346.681,-90.339,64.197,348.797,-107.389,36.85,348.41,-108.566,90.526,344.953,-89.657,38.019,349.572,-91.057,91.778,347.981,18.321,-25.668,2.89,0.995,0.028,0.097,-1.4,53.758,-1.591,1.616,173.331,1.572,176.802
1775399333.426,2026-04-05 19:58:53,17.812,0.487,-108.015,63.697,346.812,-90.323,64.203,348.81,-107.436,36.862,348.588,-108.594,90.532,345.036,-89.642,38.003,349.659,-91.038,91.756,347.917,18.373,-25.695,2.847,0.995,0.028,0.098,-1.396,53.754,-1.742,1.609,173.22,1.578,176.659
1775399333.946,2026-04-05 19:58:53,17.772,0.487,-107.962,63.684,346.682,-90.32,64.197,348.764,-107.37,36.848,348.44,-108.553,90.52,344.923,-89.634,38.001,349.558,-91.041,91.758,347.929,18.328,-25.683,2.876,0.995,0.028,0.098,-1.408,53.757,-1.629,1.631,173.248,1.583,176.755
1775399334.464,2026-04-05 19:58:54,17.785,0.488,-107.97,63.699,346.677,-90.319,64.216,348.798,-107.374,36.862,348.418,-108.566,90.536,344.936,-89.628,38.004,349.637,-91.046,91.758,347.916,18.343,-25.695,2.96,0.995,0.028,0.098,-1.418,53.754,-1.722,1.637,173.269,1.6,176.694
1775399334.992,2026-04-05 19:58:54,17.778,0.487,-107.947,63.669,346.617,-90.304,64.177,348.742,-107.36,36.831,348.353,-108.534,90.506,344.881,-89.625,38.015,349.489,-91.02,91.774,347.953,18.322,-25.654,2.872,0.995,0.028,0.097,-1.395,53.76,-1.536,1.612,173.329,1.566,176.782
1775399335.51,2026-04-05 19:58:55,17.791,0.487,-107.985,63.695,346.758,-90.321,64.215,348.812,-107.384,36.859,348.514,-108.587,90.531,345.002,-89.655,38.052,349.618,-91.023,91.809,347.962,18.33,-25.642,2.86,0.995,0.029,0.098,-1.368,53.757,-1.656,1.655,173.216,1.546,176.637
1775399336.032,2026-04-05 19:58:56,17.785,0.487,-107.963,63.685,346.64,-90.311,64.2,348.756,-107.367,36.847,348.374,-108.559,90.522,344.906,-89.635,38.008,349.567,-91.023,91.765,347.903,18.328,-25.676,2.927,0.995,0.028,0.097,-1.388,53.756,-1.665,1.633,173.307,1.562,176.799
1775399336.557,2026-04-05 19:58:56,17.81,0.487,-107.993,63.689,346.715,-90.315,64.202,348.814,-107.402,36.852,348.467,-108.583,90.525,344.962,-89.634,38.032,349.622,-91.032,91.788,347.962,18.359,-25.657,2.908,0.995,0.028,0.097,-1.398,53.756,-1.661,1.626,173.264,1.575,176.736
1775399337.069,2026-04-05 19:58:57,17.81,0.487,-107.999,63.712,346.714,-90.321,64.224,348.816,-107.409,36.874,348.446,-108.59,90.549,344.982,-89.638,38.023,349.631,-91.039,91.779,347.959,18.361,-25.688,2.917,0.995,0.028,0.097,-1.401,53.756,-1.672,1.62,173.324,1.577,176.76
1775399337.604,2026-04-05 19:58:57,17.784,0.487,-107.979,63.688,346.741,-90.33,64.197,348.871,-107.397,36.852,348.495,-108.561,90.525,344.987,-89.641,38.015,349.698,-91.056,91.769,347.999,18.338,-25.673,2.957,0.995,0.028,0.098,-1.414,53.754,-1.699,1.611,173.246,1.591,176.759
1775399338.124,2026-04-05 19:58:58,17.809,0.487,-107.999,63.679,346.673,-90.321,64.186,348.768,-107.416,36.842,348.426,-108.582,90.515,344.919,-89.635,38.025,349.55,-91.043,91.782,347.944,18.363,-25.654,2.877,0.995,0.028,0.096,-1.408,53.757,-1.606,1.604,173.348,1.584,176.716
1775399338.625,2026-04-05 19:58:58,17.784,0.488,-107.99,63.706,346.75,-90.326,64.22,348.75,-107.391,36.869,348.501,-108.588,90.542,344.999,-89.639,38.0,349.524,-91.047,91.758,347.937,18.35,-25.706,2.774,0.995,0.029,0.097,-1.407,53.758,-1.587,1.641,173.292,1.578,176.845
1775399339.128,2026-04-05 19:58:59,17.804,0.488,-108.026,63.722,346.817,-90.349,64.239,348.871,-107.429,36.886,348.57,-108.624,90.558,345.064,-89.662,38.028,349.662,-91.071,91.785,348.04,18.364,-25.694,2.846,0.995,0.029,0.098,-1.409,53.757,-1.622,1.644,173.242,1.583,176.794
1775399339.629,2026-04-05 19:58:59,17.811,0.488,-108.025,63.73,346.84,-90.329,64.242,348.784,-107.431,36.893,348.583,-108.62,90.567,345.097,-89.643,38.026,349.546,-91.049,91.785,347.984,18.382,-25.703,2.706,0.995,0.028,0.099,-1.406,53.759,-1.562,1.639,173.2,1.58,176.718
1775399340.161,2026-04-05 19:59:00,17.831,0.488,-108.056,63.74,346.915,-90.343,64.256,348.896,-107.458,36.904,348.666,-108.653,90.576,345.163,-89.668,38.047,349.687,-91.051,91.804,348.065,18.387,-25.693,2.773,0.995,0.029,0.099,-1.383,53.758,-1.623,1.647,173.199,1.551,176.899
1775399340.673,2026-04-05 19:59:00,17.823,0.487,-108.043,63.728,346.901,-90.349,64.246,348.971,-107.446,36.892,348.663,-108.641,90.563,345.139,-89.669,38.053,349.809,-91.065,91.807,348.088,18.375,-25.675,2.908,0.995,0.029,0.098,-1.397,53.754,-1.721,1.646,173.215,1.573,176.763
1775399341.195,2026-04-05 19:59:01,17.828,0.488,-108.049,63.738,346.908,-90.336,64.253,348.869,-107.449,36.901,348.645,-108.648,90.575,345.17,-89.65,38.033,349.634,-91.056,91.792,348.066,18.398,-25.705,2.726,0.995,0.029,0.098,-1.406,53.759,-1.568,1.646,173.246,1.578,176.783
1775399341.698,2026-04-05 19:59:01,17.812,0.487,-108.02,63.71,346.81,-90.353,64.233,349.017,-107.421,36.874,348.574,-108.619,90.545,345.046,-89.672,38.056,349.857,-91.071,91.81,348.132,18.348,-25.654,3.047,0.995,0.029,0.097,-1.399,53.754,-1.725,1.646,173.265,1.578,176.719
1775399342.201,2026-04-05 19:59:02,17.822,0.488,-108.031,63.752,346.854,-90.338,64.278,348.936,-107.419,36.915,348.595,-108.642,90.588,345.113,-89.643,38.057,349.707,-91.068,91.814,348.127,18.387,-25.695,2.853,0.995,0.029,0.098,-1.425,53.758,-1.58,1.671,173.261,1.604,176.64
1775399342.723,2026-04-05 19:59:02,17.8,0.488,-108.027,63.743,346.872,-90.365,64.264,349.023,-107.427,36.906,348.608,-108.626,90.58,345.135,-89.681,38.057,349.892,-91.083,91.809,348.109,18.345,-25.686,3.02,0.995,0.029,0.099,-1.402,53.752,-1.782,1.646,173.235,1.588,176.571
1775399343.226,2026-04-05 19:59:03,17.837,0.488,-108.076,63.756,347.063,-90.355,64.271,349.025,-107.482,36.92,348.811,-108.67,90.593,345.315,-89.676,38.053,349.858,-91.067,91.808,348.149,18.4,-25.703,2.795,0.994,0.029,0.101,-1.391,53.755,-1.71,1.645,173.108,1.565,176.806
1775399343.735,2026-04-05 19:59:03,17.81,0.487,-108.023,63.733,346.798,-90.35,64.253,348.943,-107.42,36.894,348.514,-108.626,90.571,345.083,-89.67,38.049,349.735,-91.065,91.806,348.111,18.353,-25.684,2.936,0.995,0.029,0.097,-1.395,53.757,-1.623,1.644,173.337,1.569,176.749
1775399344.255,2026-04-05 19:59:04,17.794,0.486,-107.977,63.677,346.655,-90.354,64.192,349.051,-107.4,36.842,348.441,-108.555,90.511,344.868,-89.678,38.064,349.923,-91.068,91.816,348.13,18.299,-25.613,3.268,0.995,0.028,0.095,-1.389,53.752,-1.793,1.596,173.342,1.571,176.667
1775399344.76,2026-04-05 19:59:04,17.837,0.487,-108.074,63.745,347.008,-90.348,64.254,348.93,-107.487,36.91,348.774,-108.661,90.58,345.241,-89.672,38.065,349.746,-91.059,91.821,348.07,18.402,-25.68,2.739,0.995,0.028,0.099,-1.387,53.756,-1.676,1.628,173.184,1.565,176.69
1775399345.303,2026-04-05 19:59:05,17.781,0.486,-107.986,63.709,346.751,-90.356,64.223,348.998,-107.399,36.873,348.499,-108.574,90.546,345.004,-89.68,38.073,349.796,-91.069,91.83,348.155,18.307,-25.637,3.045,0.995,0.028,0.097,-1.389,53.757,-1.641,1.617,173.304,1.565,176.714
1775399345.824,2026-04-05 19:59:05,17.81,0.487,-108.024,63.709,346.847,-90.343,64.227,348.923,-107.43,36.875,348.639,-108.617,90.543,345.056,-89.645,38.045,349.703,-91.078,91.802,348.102,18.378,-25.664,2.856,0.995,0.029,0.098,-1.433,53.757,-1.601,1.644,173.192,1.609,176.73
1775399346.327,2026-04-05 19:59:06,17.816,0.487,-108.022,63.731,346.842,-90.34,64.242,348.966,-107.437,36.894,348.588,-108.607,90.568,345.096,-89.668,38.052,349.816,-91.048,91.806,348.072,18.354,-25.679,2.974,0.995,0.028,0.097,-1.38,53.754,-1.744,1.613,173.278,1.557,176.753
1775399346.862,2026-04-05 19:59:06,17.815,0.488,-108.033,63.736,346.866,-90.355,64.258,349.013,-107.432,36.898,348.602,-108.634,90.573,345.13,-89.68,38.051,349.866,-91.065,91.805,348.116,18.353,-25.684,3.0,0.995,0.029,0.098,-1.385,53.754,-1.75,1.649,173.253,1.564,176.699
1775399347.391,2026-04-05 19:59:07,17.804,0.487,-108.018,63.71,346.824,-90.358,64.228,349.023,-107.426,36.874,348.578,-108.609,90.546,345.07,-89.685,38.048,349.884,-91.066,91.801,348.117,18.333,-25.662,3.059,0.995,0.028,0.098,-1.381,53.753,-1.767,1.63,173.257,1.556,176.795
1775399347.929,2026-04-05 19:59:07,17.792,0.487,-108.006,63.712,346.769,-90.36,64.233,348.983,-107.408,36.876,348.518,-108.604,90.548,345.019,-89.681,38.038,349.806,-91.075,91.794,348.117,18.325,-25.674,3.037,0.995,0.028,0.097,-1.394,53.755,-1.689,1.641,173.301,1.569,176.802
1775399348.451,2026-04-05 19:59:08,17.836,0.488,-108.053,63.751,346.911,-90.334,64.265,348.881,-107.452,36.912,348.62,-108.654,90.59,345.202,-89.646,38.04,349.659,-91.055,91.798,348.063,18.407,-25.71,2.748,0.995,0.029,0.098,-1.409,53.758,-1.597,1.642,173.284,1.585,176.704
1775399348.962,2026-04-05 19:59:08,17.81,0.488,-108.023,63.738,346.847,-90.335,64.255,348.865,-107.424,36.901,348.592,-108.622,90.575,345.101,-89.651,38.04,349.645,-91.053,91.797,348.046,18.372,-25.698,2.798,0.995,0.029,0.098,-1.402,53.758,-1.599,1.647,173.242,1.577,176.729
1775399349.49,2026-04-05 19:59:09,17.834,0.488,-108.069,63.753,347.006,-90.353,64.271,348.981,-107.47,36.917,348.756,-108.668,90.589,345.256,-89.676,38.047,349.831,-91.063,91.8,348.089,18.393,-25.706,2.825,0.995,0.029,0.099,-1.387,53.754,-1.742,1.652,173.178,1.566,176.711
1775399350.021,2026-04-05 19:59:10,17.823,0.487,-108.041,63.718,346.931,-90.338,64.232,348.929,-107.448,36.882,348.692,-108.635,90.553,345.169,-89.655,38.047,349.699,-91.057,91.805,348.118,18.386,-25.671,2.768,0.995,0.029,0.1,-1.402,53.758,-1.581,1.643,173.147,1.575,176.741
1775399350.526,2026-04-05 19:59:10,17.771,0.486,-107.953,63.69,346.642,-90.345,64.215,348.984,-107.353,36.853,348.379,-108.553,90.527,344.906,-89.68,38.065,349.825,-91.047,91.82,348.096,18.273,-25.625,3.182,0.995,0.029,0.097,-1.367,53.755,-1.729,1.642,173.31,1.541,176.772
1775399351.053,2026-04-05 19:59:11,17.791,0.487,-107.986,63.683,346.721,-90.324,64.192,348.806,-107.401,36.848,348.495,-108.57,90.518,344.946,-89.637,38.026,349.546,-91.049,91.785,348.026,18.348,-25.658,2.825,0.995,0.028,0.098,-1.412,53.76,-1.519,1.618,173.237,1.581,176.834
1775399351.584,2026-04-05 19:59:11,17.776,0.488,-107.97,63.703,346.723,-90.328,64.22,348.836,-107.372,36.865,348.461,-108.569,90.54,344.984,-89.644,38.01,349.669,-91.046,91.764,347.96,18.326,-25.693,2.946,0.995,0.029,0.098,-1.402,53.754,-1.709,1.642,173.264,1.579,176.754
1775399352.09,2026-04-05 19:59:12,17.803,0.488,-107.999,63.722,346.727,-90.321,64.242,348.768,-107.395,36.885,348.467,-108.603,90.559,344.987,-89.629,38.012,349.536,-91.047,91.77,347.961,18.37,-25.71,2.809,0.995,0.029,0.098,-1.418,53.758,-1.574,1.654,173.279,1.589,176.836
1775399352.593,2026-04-05 19:59:12,17.791,0.487,-107.988,63.694,346.725,-90.325,64.208,348.789,-107.394,36.858,348.481,-108.582,90.53,344.969,-89.628,38.017,349.54,-91.058,91.776,347.999,18.36,-25.677,2.815,0.995,0.028,0.097,-1.43,53.759,-1.541,1.634,173.277,1.602,176.797
1775399353.117,2026-04-05 19:59:13,17.788,0.487,-107.974,63.693,346.677,-90.317,64.207,348.774,-107.381,36.857,348.43,-108.566,90.529,344.924,-89.644,38.018,349.57,-91.026,91.775,347.935,18.33,-25.675,2.893,0.995,0.028,0.098,-1.382,53.757,-1.635,1.631,173.262,1.553,176.847
1775399353.652,2026-04-05 19:59:13,17.807,0.487,-107.992,63.712,346.736,-90.317,64.232,348.832,-107.391,36.876,348.494,-108.593,90.547,344.977,-89.636,38.029,349.637,-91.033,91.785,347.985,18.356,-25.683,2.901,0.995,0.029,0.097,-1.396,53.756,-1.652,1.65,173.262,1.571,176.762
